input_text,target_text
安装 | 右脚部空间进气槽 | 请参阅风管脚部空间右,安装右脚部空间进气槽。请参阅风管脚部空间右。
仪表板线束连接器 | 连接 | 车载电脑,将仪表板线束连接器连接到车载电脑注2个连接器
拆下 | 冷却风扇模块 | 左和右下部 | 踝部止动爪 | 螺栓,拆下将冷却风扇模块左和右下部固定到踝部止动爪的螺栓。注向上提冷却风扇模块，方便拆下螺栓。图1.左侧图2.右侧
放置 | 升起 | 起重机下方支架 | 模拟悬架位于车身高度的情况,放置并升起起重机下方支架，以模拟悬架位于车身高度的情况。
电气连接器 | 座舱左侧冷凝器膨胀阀 | 相连,将电气连接器与座舱左侧冷凝器膨胀阀相连。警告将红色锁片按到连接器中以接合锁定机制。切勿向下按或向上拉红色锁片。图15.为清晰起见，隐藏了部分组件
打开 | 4个 | 车门 | 降下 | 车窗,打开全部4个车门并降下车窗。
拆下 | 接地连接 | 车身左侧 | 螺栓,拆下将接地连接固定到车身左侧的螺栓。注拆下并弃用螺纹切削三角螺栓。如果配备新螺栓，可以重复使用它们。
车轴螺母 | 安装 | 半轴 | 使用 | 棘轮 | 套筒 | 拧紧 | 螺母 | 半轴 | 拉入 | 轮毂 | 直至其就位,仅将车轴螺母安装到半轴上，然后使用棘轮和套筒手动拧紧螺母，将半轴拉入轮毂中，直至其就位。警告请勿使用电动工具拧紧螺母，否则可能会损坏螺纹。注此螺栓将在后续步骤中拧紧。
拆下 | 左防撞罐支架 | 前副框架 | 螺栓 | 副框架 | 拆下 | 支架 | 53nm,拆下将左防撞罐支架固定到前副框架的螺栓，然后从副框架上拆下支架。53nm
拔下 | 冷却器 | exv总成内外接头 | 冷却液软管 | 塞子 | 冷却液软管 | 安装 | 冷却器 | 紧固 | 软管 | 冷却器 | 夹子,拔下冷却器与exv总成内外接头和冷却液软管上的塞子，将冷却液软管安装到冷却器上，然后紧固将该软管固定到冷却器的夹子。
使用 | 卡环钳 | 新夹具 | 安装 | 气压支撑杆,使用卡环钳将新夹具安装到气压支撑杆上。注将夹具的末端与支撑杆上的凹槽对齐，然后将夹具推入支撑杆，直至夹具完全进入槽内。图1.图示为后备箱盖一侧的支撑杆，车身一侧与之类似。
拆下 | b柱饰板,从车上拆下b柱饰板。
松开 | 前饰板 | 左侧 | 翼子板 | 正向螺栓 | 4nm,松开将前饰板左侧连接到翼子板的正向螺栓。4nm
检查 | 左后 | 雾灯/倒车 | 左尾灯 | 间隙 | 间隙的规格为3毫米 | 如果间隙不合规格，请根据需要调整,检查左后雾灯/倒车和左尾灯之间的间隙。间隙的规格为3毫米。如果间隙不合规格，请根据需要调整。
拆下 | 左后门内侧密封条 | 请参阅密封内侧皮带后车门左,拆下左后门内侧密封条。请参阅密封内侧皮带后车门左。
支柱 | 安装 | 左被动防护前罩支柱支架 | 使用 | 小号平头螺丝刀 | 紧固 | 支柱 | 支架 | 夹子,将支柱安装到左被动防护前罩支柱支架上，然后使用小号平头螺丝刀紧固将支柱固定到支架的夹子。
安装 | 左前 | 车轮中心盖板,安装左前车轮中心盖板注1个盖；确认标志与气门嘴对齐
安装 | 冷却液软管 | 电气线束 | 电池支架横梁 | 夹子,安装将冷却液软管和电气线束固定到电池支架横梁的夹子。
冷却液出口软管 | 热交换器 | 相连 | 紧固 | 软管 | 热交换器 | 夹子,将冷却液出口软管与热交换器相连，然后紧固将软管固定到热交换器的夹子。警告执行推拉测试，以确认软管已完全就位。
松开 | 路面照明灯 | 杯托 | 夹子 | 杯托 | 拆下 | 路面照明灯,松开将路面照明灯固定到杯托的夹子，然后从杯托上拆下路面照明灯。
拧紧 | 中央滑板盖 | 高压电池 | 中间部分 | 螺栓 | 34nm,拧紧穿过中央滑板盖固定高压电池中间部分的螺栓。34nm
温度系统横梁电气线束 | 连接 | 前车身控制器模块连接器,将温度系统横梁电气线束连接到前车身控制器模块连接器。
拆下 | 座椅安全带织带导向器 | b柱 | 螺栓 | b柱 | 拆下 | 导向器 | 3.5nm,拆下将座椅安全带织带导向器固定到b柱的螺栓，然后从b柱上拆下导向器。3.5nm提示：推荐使用以下工具：8毫米套筒?英寸标准棘轮?英寸扭矩扳手
安装 | gps天线 | 执行 | 前置摄像头目标校准 | 请参阅摄像头前置,安装新gps天线后，执行前置摄像头目标校准。请参阅摄像头前置。
如已装配 | 断开 | 电气线束 | 第二排左 | 座椅靠背总成 | 加热座椅连接器 | 连接,如已装配，请断开电气线束与第二排左座椅靠背总成的加热座椅连接器之间的连接。
松开 | 锁片 | 断开 | 电气连接器 | 膨胀阀 | 连接,松开锁片，然后断开电气连接器与所需膨胀阀的连接。警告切勿向下按红色锁片。将锁片朝远离连接器的方向拉，直至连接器解锁，然后继续拉以松开连接器。图2.图示为蒸发器膨胀阀
拆下 | 驾驶位遮阳板,从车上拆下驾驶位遮阳板。
正温度系数加热器 | 空调压缩机电气线束 | 安装 | 高压电池中梁滑板 | 侧方,将正温度系数加热器和空调压缩机电气线束安装到高压电池中梁滑板的侧方。
拆下 | 限位器 | 车门 | 螺母 | 10nm10毫米 | 套筒回旋头棘轮 | 回旋头扭矩扳手,拆下将限位器固定到车门的螺母。10nm10毫米套筒回旋头棘轮/回旋头扭矩扳手
挡风玻璃电气线束 | 连接 | 湿度与温度传感器连接器,将挡风玻璃电气线束连接到湿度与温度传感器连接器。
安装 | 垫圈 | 安装 | 一个 | 新螺母 | 半轴 | 左后 | 轮毂 | 300nm,安装垫圈，然后安装一个新螺母，将半轴固定到左后轮毂。300nm
使用 | 异丙醇湿巾 | 清理 | 直流直流接地母排 | 结合表面 | 直流直流直通件,使用异丙醇湿巾清理直流直流接地母排的结合表面以及直流直流直通件。
安装 | 左横拉杆球头 | 左前 | 万向节 | 耐落螺母 | 180nm,安装将左横拉杆球头固定到左前万向节的新耐落螺母。180nm
松开 | 驾驶位座椅靠背饰板 | 座椅靠背泡沫 | 系带,松开将驾驶位座椅靠背饰板固定到座椅靠背泡沫的系带。警告松开系带时请务必小心，以免损坏。
驾驶位b柱饰板 | 确认钥匙可以锁定和解锁车辆,将新钥匙贴近驾驶位b柱饰板，以确认钥匙可以锁定和解锁车辆。
蝶形螺母 | 拧到 | 车辆四角 | 夹子 | 在用手拧上车辆另一侧 | 蝶形螺母之前 | 拧紧 | 蝶形螺母,用手将蝶形螺母拧到车辆四角的夹子上；在用手拧上车辆另一侧的蝶形螺母之前，请勿拧紧蝶形螺母。
拆下 | 下部 | 护罩 | 转向柱 | 下部 | 螺钉,拆下将下部护罩固定到转向柱的下部螺钉注1个螺钉，t20，1.5nm
拆下 | 左横梁支架 | 横梁 | 紧固件 | 拆下 | 横梁支架,拆下将左横梁支架固定到横梁的紧固件，然后从车上拆下横梁支架。
水平放置 | 第二个 | 头枕拆卸工具把手 | 工具导片 | 朝下 | 导片 | 插入 | 内侧 | 座椅头枕柱 | 左侧,水平放置第二个头枕拆卸工具把手，并将工具导片朝下，然后将导片插入到内侧座椅头枕柱左侧。注工具的轴应对准车辆后部。
固定夹 | 拉下 | 手动分离拉索,从固定夹上拉下手动分离拉索注将拉索向上拉离固定夹，或将其垂直向上拉离充电端口总成
安装 | 冷却液储液罐 | 后部 | 前部 | 冷却液储液罐 | 超级歧管 | 螺钉,安装冷却液储液罐后部和前部用于将冷却液储液罐固定到超级歧管的螺钉。
安装完总成后 | 充注 | 制冷剂 | 请参阅空调制冷剂,安装完总成后，再充注制冷剂。请参阅空调制冷剂
高压电池配电盒线束 | 平放 | 配电盒 | 内侧,将高压电池配电盒线束平放在配电盒内侧。注较大的快充触点开关连接器应放在左侧，靠近高压电池左直通件。断开12v电源。请参阅12v/低压电源。警告严格按要求执行12v断开程序，避免home#link发射器和触摸屏图标出现意外功能。
松开 | 内侧 | 安全带密封件 | 前后两端 | 后车门 | 夹子 | 拆下 | 内侧 | 密封条 | 前后两端,松开将内侧安全带密封件前后两端固定到后车门的夹子，然后拆下内侧密封条前后两端。
使用 | 滑动锤 | 半轴拆卸电缆 | 前驱动单元 | 松开 | 右前 | 半轴 | 向外折叠 | 右转向节 | 驱动单元 | 拆下 | 半轴,使用带有滑动锤的半轴拆卸电缆从前驱动单元上松开右前半轴，然后向外折叠右转向节以从驱动单元上拆下半轴。
拆下 | 后扩散器 | 后饰板总成 | 外侧 | 螺栓,拆下将后扩散器固定到后饰板总成的外侧螺栓注4个螺栓，10毫米，3nm在右霍尔效应传感器两侧安装新电缆扎带，以便将高压电池配电盒线束固定到功率转换系统直流母线高压线束。
触摸屏 | 点击 | 控制 | 维护 | 雨刮器维护模式 | 禁用雨刮器维护模式,在触摸屏上，点击控制>维护>雨刮器维护模式以禁用雨刮器维护模式。
向上拉动 | 车辆 | 拆下 | 左a柱上部饰板,向上拉动，以便从车辆上拆下左a柱上部饰板。
插头 | 安装 | 功率转换系统 | 电池法兰,将插头安装到功率转换系统和电池法兰中。
拆下 | b柱右上部饰板 | 请参阅饰板b柱上部左,拆下b柱右上部饰板。请参阅饰板b柱上部左。
在助手的帮助下 | 充电接口母排 | 穿过 | 行李箱 | 拆下,在助手的帮助下，将充电接口母排穿过行李箱拆下。注使母排穿过车身线束，根据需要旋转母排。
风扇总成 | 放回,将风扇总成放回原位
向后拉 | 左和右 | 轮拱内衬 | 弹力带 | 内衬 | 副框架,向后拉左和右轮拱内衬，然后用弹力带将该内衬固定到副框架。
安装 | 左后 | 制动盘 | 轮毂 | 螺栓 | 5nm,安装将左后制动盘固定到轮毂的螺栓。5nm注推荐使用以下工具：10毫米套筒2英寸加长件
安装 | 左后 | 衣帽钩 | 车身 | 螺钉 | 2.5nm | 冷却液压力测试适配器 | 电池 | 连接 | 冷却器软管内接头,安装将左后衣帽钩固定到车身的螺钉。2.5nm将冷却液压力测试适配器至电池连接到冷却器软管内接头。
拆下 | 中控台 | 前部 | 车身 | 螺栓,拆下将中控台前部固定到车身的螺栓。注推荐使用以下工具：torxt20套筒4英寸加长件?英寸标准棘轮wihatorquevarios0.8nm2.0nm螺丝刀wiha?英寸钻头托架适配器wiha扭矩调节器
拆下 | 前保险杠横梁 | 左和右 | 防撞罐 | 螺栓,拆下将前保险杠横梁固定到左和右防撞罐的螺栓。
取下 | 左剪力板 | 后副框架 | 车身 | 大号螺栓 | 拆下 | 左剪力板,取下将左剪力板和后副框架固定到车身的大号螺栓，然后拆下左剪力板。
配电盒 | 拆下 | 配电盒维护盖板,从配电盒上拆下配电盒维护盖板。
安装 | 左前 | 脚垫,安装左前脚垫。
座椅框架总成 | 拆下 | 座垫总成,从座椅框架总成上拆下座垫总成注将座垫提起，确保加热垫和座椅占用传感器线束未连接到座椅框架
连接 | 冷却器 | 电池软管 | 传感器,连接冷却器至电池软管的传感器注1个锁定连接器，接合锁片，线束和冷却液软管均标有颜色，请对线束颜色与冷却液软管颜色进行匹配
右侧 | 天线线束 | 安装 | 背光灯玻璃,将右侧天线线束安装到背光灯玻璃上。注在密封夹每一端粘贴一小块胶带。
拆下 | 螺钉 | 松开 | 左和右 | 亮条 | 中控台 | 锁片 | 中控台 | 拆下 | 亮条 | 1.6nm,拆下螺钉，松开将左和右亮条固定到中控台的锁片，然后从中控台上拆下亮条。1.6nm
拆下 | 雨刮器臂 | 请参阅雨刮器臂,拆下雨刮器臂。请参阅雨刮器臂。注对于2019年3月9日或之后生产的车辆，雨刮器模块总成没有引线。拆卸该总成时，请切换到雨刮器维护模式。
第二排 | 座垫 | 下方 | 行李箱左侧毡毯夹 | 安装 | 车身柱,在第二排座垫下方，将行李箱左侧毡毯夹安装到车身柱上。注2个夹子；新款车可能未配备夹子，夹子的数量也可能不同
逆时针 | 转动 | 头枕拆卸工具把手 | 工具 | 驾驶位靠背 | 拆下,逆时针转动头枕拆卸工具把手，然后将工具从驾驶位靠背上拆下。
安装 | 新螺栓 | 高压电池正极触点开关 | 正极母排 | 拧紧 | 油性记号笔 | 标记 | 螺栓 | 9nm,安装新螺栓，将高压电池正极触点开关固定到正极母排上，拧紧后，使用油性记号笔标记该螺栓。9nm
调节 | 前轮外倾角 | 后倾角 | 请参阅调节前轮外倾角和后倾角,调节前轮外倾角和后倾角。请参阅调节前轮外倾角和后倾角。
安装 | 左和右后 | 悬架护板 | 请参阅盖板后悬架左,安装左和右后悬架护板。请参阅盖板后悬架左。
关闭 | 测试夹具 | p1阀 | p2阀 | 连接 | 压缩空气供应管,关闭测试夹具上的p1阀和p2阀，连接压缩空气供应管。
断开 | 冷却液车排放软管 | 左侧 | 排放适配器 | 连接,断开冷却液车排放软管与左侧排放适配器之间的连接。
拆下 | a柱右下部饰板 | 请参阅饰板a柱下部左,拆下a柱右下部饰板。请参阅饰板a柱下部左。
等待卫生清洁剂干燥10分钟 | 安装 | 驾驶室过滤器 | 请参阅过滤器驾驶室,等待卫生清洁剂干燥10分钟，然后安装新的驾驶室过滤器。请参阅过滤器驾驶室。
执行 | 服务程序 | 排出 | 配电盒冷却液,执行相应服务程序，以便排出配电盒冷却液。
拆下 | 60座椅靠背铰链支架 | 车身 | 螺母,拆下将60座椅靠背铰链支架固定到车身的螺母注2个螺母，13毫米，18nm从蓄压器上拆下并弃用防尘盖。注推荐使用以下工具：torxt30套筒3英寸加长件棘轮/扭矩扳手
